credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-AD991955A5D1AF,Get started with training by role or domain,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-7361CD666F8DFD,"Government Solutions designed to help government agencies modernize, meet mandates, reduce costs, and deliver mission outcomes",cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/government-education/government/?nc2=h_sol_ind_gov
CAND-9F4EAD90F8BCA0,Grow your generative AI career with training content built by AWS experts,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-9F4EAD90F8BCA0,Grow your generative AI career with training content built by AWS experts,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-B79178F17E4879,Grow your generative AI career with training content built by AWS experts,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-B79178F17E4879,Grow your generative AI career with training content built by AWS experts,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-E2353555F8F334,Grow your generative AI career with training content built by AWS experts,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-E2353555F8F334,Grow your generative AI career with training content built by AWS experts,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-C63EDC1631A12E,Higher Education,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-66C9378A6FE436,How AWS Training is inspiring learners,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-D08F8D294A5111,How do I access a virtual classroom course I registered for?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-D3BBB6D969FD1D,How do I access free digital training?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-65CBA073DD22C0,How do I create an aws.training account?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-F4E5C12CBF4F68,How many training resources are included with AWS Skill Builder Individual subscription?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-C119FA9325244D,How many training resources are included with AWS Skill Builder Team subscription?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-388FF3D6F12D46,https://aws.amazon.com/training/aws-training-policies/countries /,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/aws-training-policies/countries/
CAND-8741B37C97A295,I am part of the APN network and want to offer a training to my client. Can I join the instructor program and deliver classes myself?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/aai/
CAND-CA5314E427E595,I have prepaid for enterprise Classroom Training. How do I keep up with the prepaid spend over time?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-4EE40A680A1EAE,I'm an AWS Partner. Where do I find digital training?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-7D68BDC84A9BBD,Increase cloud ROI with AWS Training,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-58BAA1938B4DE2,Individual,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-014C57F8859E0D,Individual subscription,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-A629492060017F,Individual subscription 18,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9#individual-subscription--1y1s5ix
CAND-39E4FFF811CE27,industry-recognized credential,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-12730E89B64B16,"Information and policies Learn about what to expect with scheduling your exam, identification requirements, exam functionality, relevant policies, and more. Explore further",cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/policies/
CAND-FC021B06B63015,"Innovate globally, educate locally when you work with a global AWS Training Partner who is trusted to deliver official AWS-authored digital and classroom training.",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-AB671B2CFC6B10,"Innovate globally, educate locally when you work with a global AWS Training Partner who is trusted to deliver official AWS-authored digital and classroom training.",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-2BE344B0C8788B,"Innovate globally, educate locally when you work with a global AWS Training Partner who is trusted to deliver official AWS-authored digital and classroom training.",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-4A3D7659D79FC6,Is there a cost associated with AWS Training?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-9A3A591D3B761A,I’m an Amazon employee. Where do I find digital training?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-1A52B2F3BAE451,Learn about,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-C6C2CD43B7CA13,Learn about AI,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-1C886DF6853B37,Learn about AI Get started,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-E3B331A26CFC3A,Learn how an infrastructure developer leverages AI certification to drive innovation,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-F47BB9CC1421C0,Learn how to buy,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/higher-ed/get-started/
CAND-0177F10557ED17,Learn more about AWS Partner Training,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/
CAND-03A9A9BFE85926,Learn what AWS Training can do for your organization,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-81CFB61E48F845,live classes,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-B0616F94402B8D,Media Media Services Looking for a clear starting point to help you build a career or learn how to stream and monetize live and on-demand video? Learn about media,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/media-services/?la=sec&sec=solution
CAND-9E0D8E5C321C73,My organization purchased my Skill Builder Digital Training Team Subscription through a reseller. Who determines my subscription period and seat access?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-8F2E55A7A0A1A2,Networking Advanced Networking Looking for a clear starting point to help you build a career or learn how to implement a solution in networking? Learn about networking,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/advanced-networking/?la=sec&sec=solution
CAND-8F2E55A7A0A1A2,Networking Advanced Networking Looking for a clear starting point to help you build a career or learn how to implement a solution in networking? Learn about networking,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/advanced-networking/?la=sec&sec=solution
CAND-F2F7F92CEDD4A9,New way to maintain your AWS Certification on AWS Skill Builder,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-357F9EF16F4D56,Nonprofit Cloud solutions to help nonprofits and NGOs maximize their mission impact and donor relationships,cloud-fundamentals,Foundation,cloud-devops,70,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/government-education/nonprofits/?nc2=h_sol_ind_np
CAND-5684141CBEF9B6,official AWS curriculum,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-2D3DC7AC222FC8,Open all,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-CD7837F00CCF1D,Options for taking your exam,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-15346557DC80A6,Partner training resources,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/
CAND-F871B84E13EB8B,Partner Training success stories,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/
CAND-550B68E97FAC82,Personalized course recommendation to scale advising,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-F4650B36FC224F,Practitioner Cloud Practitioner Looking for a clear starting point to help you build a career or learn how to implement a solution in the AWS Cloud? See learning plan,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/cloud-practitioner/?la=sec&sec=role
CAND-D25C086570047F,Pre-professional training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-4ABD72EC608388,Pre-professional training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-DEA2018777BEAD,Prepare for an exam,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/?ch=cta&cta=header&p=2
CAND-E4B921D6AD8C15,Prepare for AWS Certification with AWS Skill Builder,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-2963717BF92F22,Prepare for AWS Certification(s) exams,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
